database	organismOriginal	structureType	structureValue	referenceType	referenceValue	organismCleaned	structureCleanedInchi	structureCleanedInchikey3D	structureCleanedSmiles	referenceCleanedDoi	curator	validated	comments	referenceCleanedTitle	organismCleaned_dbTaxo	organismCleaned_dbTaxoTaxonIds	organismCleaned_dbTaxoTaxonRanks	organismCleaned_dbTaxoTaxonomy	referenceCleanedPmcid	referenceCleanedPmid	referenceCleaned_journal	referenceCleaned_date	referenceCleaned_author	referenceCleaned_score_crossref	referenceCleaned_score_distance	referenceCleaned_score_titleOrganism	referenceCleaned_score_complementDate	referenceCleaned_score_complementAuthor	referenceCleaned_score_complementJournal	referenceCleaned_score_complementTotal	structureCleanedInchikey2D	Comments
unp_1	Solanum wendlandii	inchi	InChI=1/C18H39N3O/c1-6-7-8-13-18(22)21(16-11-9-14-19(2)3)17-12-10-15-20(4)5/h6-17H2,1-5H3	original	Evans, William C.; Somanabandhu, Aimon; Phytochemistry; vol. 19; (1980); p. 2351 - 2356.	Solanum wendlandii	InChI=1S/C18H39N3O/c1-6-7-8-13-18(22)21(16-11-9-14-19(2)3)17-12-10-15-20(4)5/h6-17H2,1-5H3	KKYYJGJYEAKUMS-UHFFFAOYSA-N	CCCCCC(=O)N(CCCCN(C)C)CCCCN(C)C	10.1016/S0031-9422(00)91025-2	AR	Y	solacaproine	Nitrogen-containing non-steroidal secondary metabolites of Solanum, Cyphomandra, Lycianthes and Margaranthus	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71274|91888|4069|4070|424551|424574|4107|45842	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family|subfamily|tribe|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Solanales|Solanaceae|Solanoideae|Solaneae|Solanum|Solanum wendlandii	NA	NA	Phytochemistry	1980-01	Evans	64.08273	92	1	1	1	1	3	NA	NA
kna_1	Fomes pini	inchi	InChI=1S/C28H44O/c1-18(2)19(3)7-8-20(4)24-11-12-25-23-10-9-21-17-22(29)13-15-27(21,5)26(23)14-16-28(24,25)6/h7-8,10,18-21,24-26H,9,11-17H2,1-6H3/b8-7+/t19-,20-,21-,24-,25+,26+,27+,28-/m1/s1	original	Arthur,The Chemistry of Triterpences and Related Compounds.Part XXXIII.,29,(1958),2603-2605Munro,J.Chem.Soc.,(C),(1971),685-688Ripperger,Phytochem,14,(1975),2297-2298	Porodaedalea pini	InChI=1S/C28H44O/c1-18(2)19(3)7-8-20(4)24-11-12-25-23-10-9-21-17-22(29)13-15-27(21,5)26(23)14-16-28(24,25)6/h7-8,10,18-21,24-26H,9,11-17H2,1-6H3/b8-7+/t19-,20-,21-,24-,25+,26+,27+,28-/m1/s1	AHWOEMBXZXGDBQ-RHKUQNCCSA-N	CC(C)[C@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C	10.1039/JR9580002603	AR	Y	Specific epithet changed	528. The chemistry of triterpenes and related compounds. Part XXXIII. The isolation of ergosta-7 : 22-dien-3-one from Fomes fomentarius	NCBI	131567|2759|33154|4751|451864|5204|5302|155619|355688|139380|40424|175857|108901	|superkingdom||kingdom|subkingdom|phylum|subphylum|class||order|family|genus|species	|Eukaryota|Opisthokonta|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes||Hymenochaetales|Hymenochaetaceae|Porodaedalea|Porodaedalea pini	NA	NA	Journal of the Chemical Society (Resumed)	1958	Arthur	44.849026	95	NA	1	1	0	2	NA	NA
unp_1	Asclepias tuberosa	inchi	InChI=1/C61H100O24/c1-27-19-40(78-57-51(67)50(66)49(65)41(26-62)79-57)56(71-12)58(72-27)83-52-29(3)73-45(21-36(52)63)80-53-31(5)75-47(23-38(53)69-10)82-55-32(6)76-48(24-39(55)70-11)81-54-30(4)74-46(22-37(54)68-9)77-34-16-17-59(7)33(20-34)15-18-61-42(59)25-44(85-61)60(8)35(28(2)84-61)13-14-43(60)64/h27-42,44-58,62-63,65-67H,13-26H2,1-12H3/t27-,28+,29-,30-,31-,32-,33+,34+,35+,36+,37+,38-,39-,40-,41-,42-,44-,45+,46+,47+,48+,49-,50+,51-,52-,53-,54-,55-,56+,57-,58+,59+,60-,61+/m1/s1	original	Warashina, Tsutomu; Noro, Tadataka; Phytochemistry; vol. 70; 10; (2009); p. 1294 - 1304.	Asclepias tuberosa	InChI=1S/C61H100O24/c1-27-19-40(78-57-51(67)50(66)49(65)41(26-62)79-57)56(71-12)58(72-27)83-52-29(3)73-45(21-36(52)63)80-53-31(5)75-47(23-38(53)69-10)82-55-32(6)76-48(24-39(55)70-11)81-54-30(4)74-46(22-37(54)68-9)77-34-16-17-59(7)33(20-34)15-18-61-42(59)25-44(85-61)60(8)35(28(2)84-61)13-14-43(60)64/h27-42,44-58,62-63,65-67H,13-26H2,1-12H3/t27-,28+,29-,30-,31-,32-,33+,34+,35+,36+,37+,38-,39-,40-,41-,42-,44-,45+,46+,47+,48+,49-,50+,51-,52-,53-,54-,55-,56+,57-,58+,59+,60-,61+/m1/s1	LMGPLCZDOYJDLI-RNQYMGHASA-N	CO[C@@H]1[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@@H]3[C@@H](C)O[C@@H](O[C@@H]4[C@@H](C)O[C@@H](O[C@H]5[C@@H](OC)C[C@H](O[C@H]6CC[C@@]7(C)[C@@H](CC[C@@]89O[C@@H](C)[C@@H]%10CCC(=O)[C@]%10(C)[C@@H](C[C@@H]87)O9)C6)O[C@@H]5C)C[C@H]4OC)C[C@H]3OC)O[C@@H]2C)O[C@H](C)C[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	10.1016/J.PHYTOCHEM.2009.07.033	AR	Y	NA	8,14-Secopregnane glycosides from the aerial parts of Asclepias tuberosa	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71274|91888|4055|4056|167484|167488|1498477|21199|141466	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family|subfamily|tribe|subtribe|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Gentianales|Apocynaceae|Asclepiadoideae|Asclepiadeae|Asclepiadinae|Asclepias|Asclepias tuberosa	NA	NA	Phytochemistry	2009-07	Warashina	66.73864	77	1	1	1	1	3	NA	NA
kna_1	Ajuga reptans	inchi	InChI=1S/C29H44O10/c1-7-15(2)25(33)38-20-12-21(32)29(14-36-29)28(13-35-17(4)30)23(37-18(5)31)10-16(3)27(6,24(20)28)22-11-19-8-9-34-26(19)39-22/h15-16,19-24,26,32H,7-14H2,1-6H3/t15-,16-,19-,20-,21+,22+,23+,24-,26+,27-,28-,29-/m1/s1	original	Malakov,Phytochem.,49,(1998),2443	Ajuga reptans	InChI=1S/C29H44O10/c1-7-15(2)25(33)38-20-12-21(32)29(14-36-29)28(13-35-17(4)30)23(37-18(5)31)10-16(3)27(6,24(20)28)22-11-19-8-9-34-26(19)39-22/h15-16,19-24,26,32H,7-14H2,1-6H3/t15-,16-,19-,20-,21+,22+,23+,24-,26+,27-,28-,29-/m1/s1	YKWBDFBNTYGFFZ-ZLUPNZIBSA-N	CC[C@@H](C)C(=O)O[C@@H]1C[C@H](O)[C@]2(CO2)[C@]2(COC(C)=O)[C@@H](OC(C)=O)C[C@@H](C)[C@](C)([C@@H]3C[C@H]4CCO[C@H]4O3)[C@@H]12	10.1016/S0031-9422(98)00445-2	AR	Y	NA	Areptins A and B two new neo-clerodane diterpenoids from Ajuga reptans	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71274|91888|4143|4136|216701|38595|38596	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family|subfamily|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Lamiales|Lamiaceae|Teucrioideae|Ajuga|Ajuga reptans	NA	NA	Phytochemistry	1998-12	Malakov	35.111282	64	1	1	1	0	2	NA	NA
nan_1	Gaillardia aristata	smiles	COc1c(oc2c(c1=O)c(O)cc(c2)O[C@H]1O[C@H](C)[C@H]([C@@H]([C@@H]1O)O)O)c1ccc(cc1)O	title	Cytotoxic compounds from the leaves of Gaillardia aristata Pursh. growing in Egypt	Gaillardia aristata	InChI=1S/C22H22O10/c1-9-16(25)18(27)19(28)22(30-9)31-12-7-13(24)15-14(8-12)32-20(21(29-2)17(15)26)10-3-5-11(23)6-4-10/h3-9,16,18-19,22-25,27-28H,1-2H3/t9-,16-,18+,19+,22-/m1/s1	BIFYEBAZZKWGEE-LJWBSTKJSA-N	COc1c(-c2ccc(O)cc2)oc2cc(O[C@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@@H]3O)cc(O)c2c1=O	10.1080/14786419.2011.606219	AR	Y	NA	Cytotoxic compounds from the leaves ofGaillardia aristataPursh. growing in Egypt	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71274|91882|4209|4210|102804|911341|102813|911345|55623|55624	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family|subfamily||tribe|subtribe|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Asterales|Asteraceae|Asteroideae|Heliantheae alliance|Helenieae|Gaillardiinae|Gaillardia|Gaillardia aristata	NA	NA	Natural Product Research	2011-08-17	Salama	34.844933	2	1	NA	NA	NA	NA	NA	NA
nap_1	Vitex agnus-castus Lamiaceae	nominal	PINENE,ALPHA:	title	COMPOSITION OF THE ESSENTIAL FRUIT OIL OF VITEX AGNUS-CASTUS.	Vitex agnus-castus	InChI=1S/C10H16/c1-7-4-5-8-6-9(7)10(8,2)3/h4,8-9H,5-6H2,1-3H3	GRWFGVWFFZKLTI-UHFFFAOYSA-N	CC1=CCC2CC1C2(C)C	10.1055/S-2006-957814	AR	Y	NA	Composition of the Essential Fruit Oil ofVitex agnus-castus	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71274|91888|4143|4136|426101|54476|54477	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family|subfamily|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Lamiales|Lamiaceae|Viticoideae|Vitex|Vitex agnus-castus	NA	NA	Planta Medica	1996-02	Zwaving	52.72236	2	1	NA	NA	NA	NA	NA	NA
unp_1	Crinum bulbispermum	inchi	InChI=1/C16H16O4/c1-19-13-7-4-11-8-14(18)16(20-15(11)9-13)10-2-5-12(17)6-3-10/h2-7,9,14,16-18H,8H2,1H3/t14-,16+/m0/s1	split	Phytochemistry, 2000, 54, 891	Crinum bulbispermum	InChI=1S/C16H16O4/c1-19-13-7-4-11-8-14(18)16(20-15(11)9-13)10-2-5-12(17)6-3-10/h2-7,9,14,16-18H,8H2,1H3/t14-,16+/m0/s1	XPHACJZIOXWENC-GOEBONIOSA-N	COc1ccc2c(c1)O[C@H](c1ccc(O)cc1)[C@@H](O)C2	10.1016/S0031-9422(00)00184-9	AR	Y	NA	Minor phenolics from Crinum bulbispermum bulbs	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|4447|1437197|73496|4668|703251|16055|209086	|superkingdom|kingdom|phylum|subphylum|||||class|||subclass|order|family|subfamily|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae|Liliopsida|Petrosaviidae|Asparagales|Amaryllidaceae|Amaryllidoideae|Crinum|Crinum bulbispermum	NA	NA	Phytochemistry	2000-08	Ramadan	31.119732	38	1	1	0	1	2	NA	NA
unp_1	Spiraea formosana	inchi	InChI=1/C23H26O6/c1-3-4-15-28-23(26)14-8-17-5-10-19(11-6-17)29-21-16-18(7-12-20(21)24)9-13-22(25)27-2/h5-7,9-13,16,24H,3-4,8,14-15H2,1-2H3/b13-9+	split	Chem Pharm Bull, 2004, 52 (10): 1227	Spiraea formosana	InChI=1S/C23H26O6/c1-3-4-15-28-23(26)14-8-17-5-10-19(11-6-17)29-21-16-18(7-12-20(21)24)9-13-22(25)27-2/h5-7,9-13,16,24H,3-4,8,14-15H2,1-2H3/b13-9+	ILICYNOMBXDZTR-UKTHLTGXSA-N	CCCCOC(=O)CCc1ccc(Oc2cc(/C=C/C(=O)OC)ccc2O)cc1	10.1248/CPB.52.1227	AR	Y	NA	New Neolignans from Spiraea formosana	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71275|91835|3744|3745|171637|721808|23224|409510	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family|subfamily|tribe|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Rosales|Rosaceae|Amygdaloideae|Spiraeeae|Spiraea|Spiraea formosana	NA	NA	CHEMICAL & PHARMACEUTICAL BULLETIN	2004	Wu	34.416958	35	1	1	0	0	1	NA	NA
npa_1	Ircinia	inchi	InChI=1S/C26H36O7/c1-18(7-6-8-22-12-14-30-17-22)15-23(31-20(3)27)16-19(2)9-10-24(32-21(4)28)26(5)13-11-25(29)33-26/h7,12,14,16-17,23-24H,6,8-11,13,15H2,1-5H3/b18-7+,19-16+/t23-,24+,26-/m0/s1	pubmed	21902186	Ircinia	InChI=1S/C26H36O7/c1-18(7-6-8-22-12-14-30-17-22)15-23(31-20(3)27)16-19(2)9-10-24(32-21(4)28)26(5)13-11-25(29)33-26/h7,12,14,16-17,23-24H,6,8-11,13,15H2,1-5H3/b18-7+,19-16+/t23-,24+,26-/m0/s1	FKFCRXIWISWTQT-NEQWESOKSA-N	CC(=O)O[C@H](/C=C(\C)CC[C@@H](OC(C)=O)[C@]1(C)CCC(=O)O1)C/C(C)=C/CCc1ccoc1	10.1021/NP2004209	AR	Y	NA	Cytotoxic C21 and C22 terpenoid-derived metabolites from the sponge Ircinia sp.	ITIS	202423|914153|46861|47528|47541|659194|47596	kingdom|Subkingdom|phylum|class|order|family|genus	Animalia|Radiata|Porifera|Demospongiae|Dictyoceratida|Irciniidae|Ircinia	NA	21902186	Journal of natural products	2011 Sep 23	Su JH	1	0	1	NA	NA	NA	NA	NA	NA
str_1	Streptomyces avermectinius	smiles	CO[C@H]1CC(O[C@H]([C@@H]1O[C@H]1C[C@H](OC)[C@H]([C@@H](O1)C)O)C)O[C@H]1C(C)/C=C\C=C/2\COC3[C@]2(O)C(C=C([C@H]3O)C)C(=O)OC2CC(C/C=C\1/C)OC1(C2)CC[C@@H](CO1)C	pubmed	17571791	Streptomyces avermectinius	InChI=1S/C44H66O14/c1-23-14-15-43(52-21-23)20-31-17-30(58-43)13-12-25(3)39(24(2)10-9-11-29-22-51-41-37(45)26(4)16-32(42(47)55-31)44(29,41)48)56-36-19-34(50-8)40(28(6)54-36)57-35-18-33(49-7)38(46)27(5)53-35/h9-12,16,23-24,27-28,30-41,45-46,48H,13-15,17-22H2,1-8H3/b10-9-,25-12-,29-11-/t23-,24?,27-,28-,30?,31?,32?,33-,34-,35-,36?,37+,38-,39-,40-,41?,43?,44+/m0/s1	UWHFYBDCEDSMAI-ZYARWCFOSA-N	CO[C@H]1C[C@H](O[C@H]2[C@H](C)OC(O[C@@H]3/C(C)=C\CC4CC(CC5(CC[C@H](C)CO5)O4)OC(=O)C4C=C(C)[C@@H](O)C5OC/C(=C/C=C\C3C)[C@@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O	10.1007/BF02932133	AR	Y	Ok synonym	Relationship between volatile odorous substances and production of avermectins by Streptomyces avermitilis.	The Interim Register of Marine and Nonmarine Genera	13|233|1350|11147|108939|1277502|11116012	kingdom|phylum|class|order|family|genus|species	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Streptomycetaceae|Streptomyces|Streptomyces avermectinius	NA	17571791	Folia microbiologica	2007	Rezanka T	1	0	1	NA	NA	NA	NA	NA	NA
npa_2	Aspergillus sp. YXf3	inchi	InChI=1S/C20H18O8/c1-26-15-7-12(10-3-5-11(21)6-4-10)20(27-2)19(25)18(15)13-8-17(24)28-14(13)9-16(22)23/h3-8,14,21,25H,9H2,1-2H3,(H,22,23)	pubmed	22196792	Aspergillus	InChI=1S/C20H18O8/c1-26-15-7-12(10-3-5-11(21)6-4-10)20(27-2)19(25)18(15)13-8-17(24)28-14(13)9-16(22)23/h3-8,14,21,25H,9H2,1-2H3,(H,22,23)	LZDLOICWXKFSMI-UHFFFAOYSA-N	COc1cc(-c2ccc(O)cc2)c(OC)c(O)c1C1=CC(=O)OC1CC(=O)O	10.1021/NP200321S	AR	Y	NA	p-Terphenyl and diterpenoid metabolites from endophytic Aspergillus sp. YXf3.	Index Fungorum	10000001|10000006|10000052|10000216|10000290|7248|454850	kingdom|phylum|class|order|family|genus|f	Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Trichocomaceae|Aspergillus|Aspergillus terricola indicus	NA	22196792	Journal of natural products	2012 Jan 27	Guo ZK	1	0	1	NA	NA	NA	NA	NA	NA
coc_1	Trichoderma harzianum	inchi	InChI=1S/C8H11NO4/c1-4(10)8(13)6(11)2-5(3-9)7(8)12/h2,4,6-7,10-13H,1H3	doi	10.7164/antibiotics.48.1168	Trichoderma harzianum	InChI=1S/C8H11NO4/c1-4(10)8(13)6(11)2-5(3-9)7(8)12/h2,4,6-7,10-13H,1H3	XTQRPPSVJOYBFK-UHFFFAOYSA-N	CC(O)C1(O)C(O)C=C(C#N)C1O	10.7164/ANTIBIOTICS.48.1168	AR	Y	NA	MR304A, a New Melanin Synthesis Inhibitor Produced by Trichoderma harzianum.	NCBI	131567|2759|33154|4751|451864|4890|716545|147538|716546|715989|147550|222543|5125|5129|5543|5544|983964	|superkingdom||kingdom|subkingdom|phylum||subphylum|||class|subclass|order|family|genus|species|	|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota||Pezizomycotina|||Sordariomycetes|Hypocreomycetidae|Hypocreales|Hypocreaceae|Trichoderma|Trichoderma harzianum|Trichoderma harzianum	NA	NA	The Journal of Antibiotics	1995	LEE	1	0	1	NA	NA	NA	NA	NA	NA
coc_1	Murraya paniculata	inchi	InChI=1S/C21H22O9/c1-24-11-9-12(25-2)16(22)20-15(11)17(23)21(29-6)18(30-20)10-7-13(26-3)19(28-5)14(8-10)27-4/h7-9,22H,1-6H3	doi	10.1016/S0031-9422(97)00598-0	Murraya paniculata	InChI=1S/C21H22O9/c1-24-11-9-12(25-2)16(22)20-15(11)17(23)21(29-6)18(30-20)10-7-13(26-3)19(28-5)14(8-10)27-4/h7-9,22H,1-6H3	VZZSHWGQMLXLPF-UHFFFAOYSA-N	COc1cc(-c2oc3c(O)c(OC)cc(OC)c3c(=O)c2OC)cc(OC)c1OC	10.1016/S0031-9422(97)00598-0	AR	Y	NA	Flavonoids from the fruits of Murraya paniculata	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71275|91836|41937|23513|1728959|43710|43711	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family|subfamily|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Sapindales|Rutaceae|Aurantioideae|Murraya|Murraya paniculata	NA	NA	Phytochemistry	1998-02	Ferracin	1	0	1	NA	NA	NA	NA	NA	NA
nap_1	Cymbopogon parkeri	inchi	InChI=1S/C28H48O/c1-18(2)19(3)7-8-20(4)24-11-12-25-23-10-9-21-17-22(29)13-15-27(21,5)26(23)14-16-28(24,25)6/h9,18-20,22-26,29H,7-8,10-17H2,1-6H3/t19-,20-,22+,23+,24-,25+,26+,27?,28?/m1/s1	doi	10.3109/13880208609083309	Cymbopogon parkeri	InChI=1S/C28H48O/c1-18(2)19(3)7-8-20(4)24-11-12-25-23-10-9-21-17-22(29)13-15-27(21,5)26(23)14-16-28(24,25)6/h9,18-20,22-26,29H,7-8,10-17H2,1-6H3/t19-,20-,22+,23+,24-,25+,26+,27?,28?/m1/s1	SGNBVLSWZMBQTH-SSKRYHHQSA-N	CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CCC4(C)[C@H]3CCC21C	10.3109/13880208609083309	PMA2	Y	NA	Constituents of Plants Growing in Qatar IX. The Antispasmodic Components ofCymbopogon parkeriStapf.ParkeriStapf	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|4447|1437197|4734|38820|4479|147370|147369|1648033|147429|1647999|66013|1564041	|superkingdom|kingdom|phylum|subphylum|||||class|||subclass||order|family||subfamily||tribe|subtribe|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae|Liliopsida|Petrosaviidae||Poales|Poaceae||Panicoideae|Andropogonodae|Andropogoneae|Anthistiriinae|Cymbopogon|Cymbopogon parkeri	NA	NA	International Journal of Crude Drug Research	1986-01	Rizk	1	0	1	NA	NA	NA	NA	NA	NA
coc_1	Stilbella fimetaria	inchi	InChI=1S/C27H31NO5/c1-15-5-10-19-16(2)13-22(20(4-3-11-29)21(19)12-15)25(31)24-26(32)23(14-28-27(24)33)17-6-8-18(30)9-7-17/h3-4,6-9,13-15,19-22,29-30H,5,10-12H2,1-2H3,(H2,28,32,33)	doi	10.3390/md15080253	Stilbella fimetaria	InChI=1S/C27H31NO5/c1-15-5-10-19-16(2)13-22(20(4-3-11-29)21(19)12-15)25(31)24-26(32)23(14-28-27(24)33)17-6-8-18(30)9-7-17/h3-4,6-9,13-15,19-22,29-30H,5,10-12H2,1-2H3,(H2,28,32,33)	SXNAFBWBFSABTB-UHFFFAOYSA-N	CC1=CC(C(=O)c2c(O)ncc(-c3ccc(O)cc3)c2O)C(C=CCO)C2CC(C)CCC12	10.3390/MD15080253	PMA2	Y	NA	A Dereplication and Bioguided Discovery Approach to Reveal New Compounds from a Marine-Derived Fungus Stilbella fimetaria	NCBI	131567|2759|33154|4751|451864|4890|716545|147538|716546|715989|147550|222543|5125|162454|150382|327576	|superkingdom||kingdom|subkingdom|phylum||subphylum|||class|subclass|order||genus|species	|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota||Pezizomycotina|||Sordariomycetes|Hypocreomycetidae|Hypocreales||Stilbella|Stilbella fimetaria	PMC5577607	28805711	Marine Drugs	2017-08-13	Kildgaard	1	0	1	NA	NA	NA	NA	NA	NA
nap_1	Xylocarpus granatum	inchi	InChI=1S/C27H34O8/c1-23(2)17(10-18(28)32-5)25(4)16-6-8-24(3)21(14-7-9-33-13-14)34-19(29)12-27(24,31)26(16)11-15(20(25)30)22(23)35-26/h7,9,13,15-17,21-22,31H,6,8,10-12H2,1-5H3/t15-,16+,17-,21-,22+,24-,25+,26-,27-/m0/s1	doi	10.1016/0031-9422(95)00724-5	Xylocarpus granatum	InChI=1S/C27H34O8/c1-23(2)17(10-18(28)32-5)25(4)16-6-8-24(3)21(14-7-9-33-13-14)34-19(29)12-27(24,31)26(16)11-15(20(25)30)22(23)35-26/h7,9,13,15-17,21-22,31H,6,8,10-12H2,1-5H3/t15-,16+,17-,21-,22+,24-,25+,26-,27-/m0/s1	OQQDWKJSAQRSAX-HNHVUPCTSA-N	COC(=O)C[C@H]1C(C)(C)[C@@H]2O[C@@]34C[C@H]2C(=O)[C@]1(C)[C@H]3CC[C@@]1(C)[C@H](c2ccoc2)OC(=O)C[C@]14O	10.1016/0031-9422(95)00724-5	PMA2	Y	NA	A limonoid from Xylocarpus granatum	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71275|91836|41937|43707|241840|241841	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Sapindales|Meliaceae|Xylocarpus|Xylocarpus granatum	NA	NA	Phytochemistry	1996-02	Kokpol	1	0	1	NA	NA	NA	NA	NA	NA
nap_1	Sorbus aucuparia	inchi	InChI=1S/C15H20O4/c1-10(7-13(17)18)5-6-15(19)11(2)8-12(16)9-14(15,3)4/h5-8,19H,9H2,1-4H3,(H,17,18)/b6-5+,10-7?/t15-/m1/s1	doi	10.1515/znc-1987-11-1207	Sorbus aucuparia	InChI=1S/C15H20O4/c1-10(7-13(17)18)5-6-15(19)11(2)8-12(16)9-14(15,3)4/h5-8,19H,9H2,1-4H3,(H,17,18)/b6-5+,10-7?/t15-/m1/s1	JLIDBLDQVAYHNE-KDSIFHRYSA-N	CC(=CC(=O)O)/C=C/[C@@]1(O)C(C)=CC(=O)CC1(C)C	10.1515/ZNC-1987-11-1207	PMA2	Y	NA	Natural Inhibitors of Germination and Growth IV Compounds from Fruit and Seeds of Mountain Ash (Sorbus aucuparia)	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71275|91835|3744|3745|171637|721813|23222|36599	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family|subfamily|tribe|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Rosales|Rosaceae|Amygdaloideae|Maleae|Sorbus|Sorbus aucuparia	NA	NA	Zeitschrift für Naturforschung C	1987-12-01	Oster	1	0	1	NA	NA	NA	NA	NA	NA
